Kalimat-1,Kalimat-2,Kalimat-3,Kalimat-4,Correct Ending,Incorrect Ending
Deni is a naughty child and likes to make trouble,"At school, he was often absent, fighting and rioting",Deni's behavior forced the school to call Mrs. Deni,Deni did not think that his mother would cry when he heard his behavior at school,He felt guilty and determined to be a better child,Deni decided to be more careful when he messed up so that his mother didn't know
The little girl named Rahma.,Every day he cheerfully comes to my house.,"Either to pester my cellphone to try out funny Instagram effects, or just to catch me on the phone.",He came to my house not because he was bored at home.,But because I'm the only friend he has.,She is a gloomy and quiet girl.
Alvan took the origin of a photo album from the cupboard,Alvan looked at the front page,Alvan's name was written on the cover of the photo album,Alvan smiled broadly when he saw the contents of the entire photo album,The album contains photos of Alvan,The Alvan family does not have a photo album
Today Nino is very excited,He will visit grandma's house,"Every time she visited, my grandmother never forgot to give her pocket money",Grandma's closet is also full of her favorite snacks,Nino really loves his good grandmother,Nino wants to be a grandmother's son only
Vanda woke up from his sleep,Vanda hears alarm sound from her alarm clock,Vanda recalled the business awaiting him today,Vanda must attend seminars that are held online,Vanda immediately got up from the bed and got ready,Vanda can relax today
Zordon is the enemy army,He is so strong,Zordon has never been defeated by anyone,Until one day Jaka Tingkir came,They fought fiercely and Jaka won the fight,"Jaka Tingkir is a friend of Zordon, a young man in the next village"
Indonesia applies export-import practices,Indonesia is unable to provide basic commodities for its people,Indonesia imports basic commodities from other countries,Indonesia has experienced failed rice harvests in this dry season,Indonesia imports rice from neighboring countries,Indonesia produces food from its own country
Ivana and Fani go to a shopping center,Jiran drives Fani and Ivana by car,Jiran is a friend of Ivana and Fani,Jiran cannot accompany Ivana and Vani shopping,Vani and Ivana go to the shopping center by motorbike,Ivana and Fani go shopping with Jiran
Pertiwi left her business card,Tono finds Pertiwi's business card,Tono contacted Pertiwi,Pertiwi makes a meeting for both of them,Tono became acquainted with Pertiwi when he met,Tono does not want to meet Pertiwi
Barney is a dinosaur from our imagination.,"The sentence comes from Deana's favorite cartoon theme song, Barney.",Deana loves watching Barney cartoons.,He memorized all the songs.,"Every time Barney's cartoon was played on TV, Deana would sing excitedly along with the song.","Every time a Barney cartoon was shown on TV, Deana would switch to watching Dora."
"""hello, where have you been?"" said tika so picked up the phone.","""Sorry tick, I have something to do,"" answered someone on the other side of the phone.",Tika was silent to hear that.,"He was disappointed, because it looks like Ary is starting to hide something.","Without asking any more, tika immediately turned off the phone and ignored Ary's message.",Tika let go of Ary's hand then went in a taxi.
Aruna has a late stage tumor,Aruna has no hope of life,Doctor asks Aruna to do surgery,Aruna wanted to just end his life,Aruna refused to have his tumor removed,Aruna recovered from a tumor he suffered
Ening is the flower of the village,She has a beautiful face,His attitude is friendly too,The voice is also smooth in speaking,Ening is an idol in his village,"Next week, Ening wants to go to the city to become the city's flower"
"The recess bell rang, all the students pushed out of the classroom, towards the kopsis (student cooperative) they came out as if they had just been freed from the shackles of iron bars, as well as my friends in class.","I immediately stretched out and took out my favorite comic, Detective Conan.","I love comics, whatever the genre.",There are so many men who claim to be comic lovers just to get my heart.,But they won't be able to trick me because I already understand the tactic.,I bought comics at one of the bookstores closest to my school.
Hani doesn't like the smell of eucalyptus oil,"If he smells eucalyptus oil, he immediately feels nauseous",His head also immediately dizzy,"Therefore, Hani never uses eucalyptus oil",He prefers to use telon oil,Hani prefers to drink eucalyptus oil
Hani really likes to eat crackers,"For every meal, crackers must be available on the plate",His favorite crackers are prawn crackers,Even Hani's favorite snack is crackers,"Without crackers, Hani felt the food was not delicious","If there are no crackers, Hani will lack nutrition"
Currently there are a lot of crime on the streets,"Both on public roads, public transportation, even in places with lots of people",This rampant crime has made people more vigilant,"Therefore, Mina studied martial arts","Besides being good for health, Mina wants to be able to protect herself from evil",He wants to be a police officer to fight crime
It's been a few days Marina has not seen Karina,His best friend missed school for three days,Their homeroom teacher also didn't get any news from Karina,Marina decides to visit Karina after school,He was worried about his friend's condition,Marina wants to collect debt from Karina
Melisa gave up using high heels,He is not used to wearing high heels,"However, he was embarrassed when he used ordinary shoes",Her friends all came to graduation wearing high heels,"As a result, it became difficult for him to walk and his legs were blistered",High heels are commonly used by women
All students must wear neat and complete clothes,Isyah forgot to wear a tie and belt,Isyah panicked and worried,Jerom lent me his other tie and belt,Isyah was not punished by the teacher,Isyah dressed neatly and completely
Ofira's giggles could be heard reaching Amani's chair.,Amani turned his head curiously.,Ophira's head was bowed down at his desk.,Amani stepped beside Ofira to see what made Ofira laugh.,It turned out that Ofira was reading a comic.,It turned out that Ofira was sleeping.
Risa really likes coffee,Ian gave Risa a cup of coffee,Risa sat next to Ian,Risa poured Ian a cup of coffee,Risa and Ian enjoy coffee together,Ian is away for work out of town
"That afternoon, we returned to action.",Browse every section of the market to comb items left by traders.,"""Friends, look, there are shoes that are still good"" suddenly one of my friends shouted.","""Wow .. the brand hasn't been removed yet. Where are we going?"" asked one of my friends again.","""We give it to the market guard, so that it will be returned to the merchant."" We all nodded at the suggestion of Dana, the always wise gang leader.","""This is mine. Watch out all of you!"" said Dana in an angry voice."
My math teacher is named Mrs. Susan,He is a very smart and kind person,He's a Harvard graduate,But he wants to teach at our village primary school,All students like him,Mrs. Susan is the mother of my child
Alana loves writing poetry,Alana always wrote down her restlessness in a verse of poetry,Alana understands many things that no one else can understand,Dio always understood the meaning of Alana's poetry,Dio always encourages Alana to work,Nobody understands the meaning of Alana's poetry
If you ever made a mistake,Bina feels very sorry,Jiray really hates Bila,If you never play with Jiray again,When making a mistake against Jiray,Jiray is always with Bila
Taipei wants to cook rice,There is no rice supply at the Taipei home,Taipei goes to the supermarket,Taipei buys a sack of rice,Taipei can cook rice from the rice it buys in supermarkets,Taipei can't eat rice
Alice is good at martial arts,Alice can protect herself,Alice is robbed by a pickpocket,Alice beat the pickpocket,Alice got the items back,Alice screamed in terror
Farel hurriedly assembled his strength,All existing elements are put together,Farel himself led the consolidation,All elements must immediately rebel,Farel could not remain silent with the tyranny of the authorities,Farel couldn't rebel
Kahlil gets a love letter from a younger classmate,Kahlil also secretly loves his younger class,Kahlil's friend suggested that he reply to the letter,Kahlil agrees with his friend's suggestion,Kahlil wrote a reply letter for his younger class,Kahlil hates getting love letters
Kiara is happy to make up stories about life,Kiara often made up stories about himself,Kiara has published 5 novel books,All of Kiara's story ideas come from her life journey,Kiara's novel book was adapted from her own story,Kiara published an encyclopedia dictionary
Ariana is good at cooking a variety of foods.,"But there is one thing he can't cook, namely pasta.",Ariana wants to be able to cook pasta as well as she can cook other foods.,That's what he's here for now.,"Ariana sat on a chair in a large room, listening to someone in front who was explaining the technicalities of the pasta cooking course.","Ariana sat in the salon waiting room, waiting for her turn to get a haircut."
Valdi's eyes had a very high minus.,That is why Valdi always sits at the front when in class.,The writing on the blackboard would not be seen by Valdi if he sat at the back.,"Fortunately, Valdi's height is only average so it doesn't cover the writing on the blackboard.","So none of the children protested even though Valdi always sat in the front, they understood.",So Valdi chose not to come to school.
Father asked Eka to buy a ticket,My father knew the train driver they were going to ride,Eka watched his father who was talking,Father introduced Eka to the driver,Eka likes to meet new people,Eka didn't want to go with my father
Brother bought a colorful lamp,Little brother wants to have this item,The younger brother asked the brother to buy it,Brother bought the same lamp sister,Brother really loves his younger brother,Brother hates younger siblings who always follow him
Mother's words are like a commandment from the queen to Ojan.,All of Mother's words will be obeyed by Ojan.,Mother never forced Ojan to do it.,Ojan himself never wanted to oppose Mother.,"Whatever Mother said, Ojan will always answer yes.","Whatever Mother said, Ojan never cared."
Athletics is the new extracurricular activity at Rissa's school.,"Rissa likes running, that's why she decided to join the athletic extracurricular activity.",The first athletic extracurricular activity will be carried out at after school hours.,"As soon as the home bell rang, Rissa immediately walked towards the school field.",There have gathered several athletic extracurricular members who are ready to start their training.,There have gathered basketball extracurricular members who are ready to start training.
Kanya wants to have a new wardrobe,Kanya went to carpentry to fulfill her wish,Kanya gave her dream design to one of the workers,Kanya got her dream wardrobe 2 months later,The carpentry worker can fulfill Kanya's wish,Kanya made her own wooden wardrobe to suit her liking
Chiko will go on a motorbike,Chiko forgot to wear a helmet,Motorcyclists who do not wear helmets will be ticketed,The police were on guard along the path that Chiko passed,Chiko got a ticket for not wearing a helmet,Chiko ticket motorists
Mamat hates staying over at his uncle's house the most,His uncle's house was far from the city,The house is an old Dutch house,The thing that made Mamat dislike the most was the lack of lighting,"When night fell, his uncle's house became very creepy",Mamat had to light a bonfire so that the house was bright
Nazifa really likes rainbows,The rainbow will appear after the rain,Nazifa will wait for the rain to finish,Nazifa did not see the rainbow on that day,It didn't rain that day,Nazifa never saw a rainbow
The hardness of the heart will melt with tenderness,Karina always gives tenderness to the people she meets,Many people love Karina,Karina didn't feel proud,Karian is always friendly to everyone,Karina is not happy to meet other people
Mother invited her to go to the salon,Rusi asked for hair treatment at the salon,Rusi's hair got better,Rusi also asked for treatment for her face,Rusi's face became fresher,Rusi prefers to sleep at home
Wafda bought a palm fiber broom that Mother had left at the market.,"He also bought a duster, broom stick, and dustpan.",Mother wants to replace the cleaning tools at home that are no longer suitable for use.,Wafda brought her belongings on a motorbike.,"Although it was a little difficult at first due to the large amount of belongings, Wafda managed to return home safely.","Despite some difficulties, Wafda managed to buy a motorbike at a low price."
Fadila has found a lecturer who she thinks is good,Fadila's lecturer was replaced by another lecturer,Fadila is worried about the way the lecturer teaches,Fadila is still trying his best,Fadila struggled to get the best score in the subject,Fadila became lazy to follow the course
"""You look happy"" he suddenly sounded back after a few minutes only the waves were heard.","""You mean I look fat now ?!"" Really, I was just pretending to be angry.","""Haha it's not like that, but you're really happy right?"" I paused for a moment, thinking, what should I answer.","""Hmm yaa .. I'm .. happy .."" I finally answered.","""well, it seems like that"" who knows what he means, he smiled in relief after hearing my answer.",He pulled my hand to cross the river.
Most days do not like to be tickled,It is very easy for him to be tickled when tickled,"If anyone tickled him, Hari would laugh","Once laughed, it would be difficult for him to stop","Therefore, Hari often gets angry when someone tickles him",Hari is a very cheerful child
Vika is sad because she failed to get into the university she wanted.,These few days Vika shut himself in the room.,Mother and Father are worried about Vika's situation.,"Father also took the initiative to ask Vika's closest cousin, Maudy, to stay at home so he could accompany Vika.",Maudy immediately said that he would go home now as soon as you contacted him by telephone.,Maudy said he would apply to the university that Vika wanted.
Yoora prefers to live alone,Yoora will get angry if someone interferes with her life,Yoora has no friends,Yoora can protect herself,Yoora was once betrayed and made her no longer trust others,Yoora is a weak woman who depends on others
Hima is very bored tutoring,"Within a week, the schedule is full of tutoring","On Monday, Wednesday and Friday he has language lessons",Tuesdays and Thursdays he has painting lessons,Even on the weekends he had piano and math lessons,Having her own tutoring space is what Hima wants
The photo on the table in Hesti's room is a photo of herself and her parents.,Now Hesti is far from home.,It's been a year since Hesti last gathered with Mother and Father.,"Hesti really missed her parents, she wanted to meet them.",Hesti plans to return home in two months for the holidays.,Hesti won't come home for the holidays.
Dana's scream startled many children.,Now is the first break at school.,A basketball can be seen floating from the direction of Dana and her friends who are playing basketball.,The ball is aimed at Vera who is walking across the school field with her ear attached to her earphones.,"Dana tried to run towards Vera but it was too late, Vera's head was hit by a basketball.",Dana tried to run towards the school gate.
Ova cleaned the living room table with a duster.,Ova did it while daydreaming.,He thought of his half-completed composing assignment.,The duster that Ova used accidentally touched the flower vase on the table.,The vase fell and broke.,The flower vase is white.
Mother said goodbye to Uli,Mother will go to her sister's house,There are important things that must be discussed immediately,Uli obeyed to stay at home,Uli did not go with mother,Mother and Uli went together to the shopping center
Alcatraz loves math lessons,Alcatraz often participates in national level math competitions,Vion is an Alcatraz schoolmate who also likes to count,Vion doesn't like to take part in national level math competitions,Alcatraz and Vion liked arithmetic lessons,Alcatraz has never participated in a national level math competition
Harapan Elementary School students will take a field trip to the zoo as a sign of class progress,They go on a field trip bus,Lila got a seat in the back because she was late,He felt dizzy and nauseous sitting in the back seat,"On the way, Lila vomited due to dizziness",He prefers to drive his class bus
Wiwit recently bought a mini telescope,He bought after saving for so long,Wiwit wanted to buy a telescope after he went to the planetarium last year,He put the telescope in his room,He uses the telescope to observe the stars,The telescope was only used when Wiwit was doing homework
Aris' carelessness had bad consequences.,Aris last night forgot to turn off the water tap.,He fell asleep while waiting for the full bath.,Aris woke up in the morning when his cellphone which had been pushed down to the floor made a plunging sound.,Water has inundated Aris's room floor.,The water had receded.
Dinner is already served on the dining table.,"There is white rice, tamarind vegetables, fried mackerel, complete with chili paste",Everything is Rendy's favorite food.,Mother specially cooked it to celebrate Rendy's success in passing the taekwondo level promotion exam this afternoon.,"Before eating, Rendy thanked Mother for cooking tonight.","Before eating, Rendy asked why there was only one mackerel."
Reno was very annoyed at the motorcyclist in front of him,This rider was speeding down the road,His high speed made him stop late,Finally the motorbike crashed into the back of Reno's car,"However, the driver blamed Reno",Motorcyclists must wear a helmet
Julia felt that her life was meaningless,Gara comes to Julia's life,Gara offers laughter and smiles,Julia accepts the happiness that Gara has given her,Julia felt that her life was more colorful,Julia wanted to end her life only
Barry has to create dynamic music,Barry's group has to take a gymnastic exam,Barry asked his friends for advice,Barry and the group train hard,Barry's group is the group with the best gymnastics moves,Barry can't compose music
Nuel had trouble sleeping at night,Nuel prefers to sleep in the morning,Nuel's habits are not good for his health,Nuel also has poor sleep quality,Nuel often feels sleepy,Nuel sleeps easily when he wants to sleep
Indonesia is being hit by a pandemic,People must take care of themselves,The government forbids people to congregate,Dilan throws a party at his house,Dilan violated the law set by the government,Dilan is not guilty of crowding
Farmers plant rice using intercropping techniques,The land in the farmers' villages is very limited,Farmers prevent landslides,Farmers apply the knowledge that their ancestors taught them,The farmers' ancestors also used the intercropping technique,A lot of vacant land in the village of the farmers
"Four hours had passed, but the bus carrying the SD Harapan group was still stuck",Their buses are affected by diversion of currents on the top lane,The children were getting bored of waiting for a long time on the bus,The teachers took the initiative to cheer up bored children,They invite the children to tour the tea garden around them,They pushed the bus together to get there quickly
Last week Didit was hospitalized,He had appendicitis,"Lately, he's been eating junk food a lot",Now he's a deterrent,He won't eat junk food anymore,Didit couldn't resist the temptation of junk food
Melvin's head still feels dizzy,"During sports hours, the class is practicing volleyball","With enthusiasm, Melvin followed the movements of his favorite cartoon","Instead of hitting the ball, the round object hit his head","As a result, he had to rest in the health room",Melvin scolds the ball which makes him dizzy
Nova is the head of a scientific organization,Gibran chairman of the arts organization,Nova and Gibran are in different fields,Nova couldn't join Gibran,Gibran forces Nova to enter his organization,Nova is only a member of the organization
Adit separated from Alma five years ago,Adit left without having time to say goodbye,This time Adit wanted to meet Alma,His school reunion will be a place for him to meet Alma again,Adit must have come to the reunion,Adit said goodbye while crying five years ago
Norman wants to be president of his organization,Norman must follow a series of general elections,Norman runs a campaign to get people to vote for him,Norman managed to win more people than his opponent,Normal wins the general election,Norman becomes a successful team from the opposing campaign
Sandhika missed her father a lot,Sandhika's father died when he was a child,Sandhika hopes to rewind time,Sandhika wants to see her father again,Sandhika's wish is impossible to come true,Sandhika always goes with her father
Minfa bought a lot of pillows,Minfa bought two round pillows,Minfa also bought two love pillows,Minfa put the pillow in the lounge,Minfa has four pillows in his lounge,Minfa doesn't like buying pillows
Floods hit the Raisa housing complex again,"Like it or not, his family had to temporarily evacuate",They fled to grandfather's house,Raisa brought all her school supplies that could still be saved,"Even though some of the books are wet, they can still be used",He sold it to buy an inflatable boat
"Since childhood, Aura has been happy to collect used goods","He collects small used items such as plastic bottles, wrapping paper and bottle caps",He cleaned the used goods and turned them into unique knick-knacks,"Meanwhile, he keeps used items that have not been used in a special room",He sells his work to his friends,Aura's house is so disgusting
Anggi cannot eat if there are no crackers.,"At Anggi's house, there is always a large jar filled with crackers.","When eating rice with any side dishes and vegetables, Anggi definitely adds crackers.","Soup foods such as meatballs, soup, or soup, are also eaten with crackers by Anggi.",Anggi really likes crackers.,Anggi doesn't like to eat crackers.
Sekar likes to drink tea,Sachi likes to drink milk,Sekar and Sachi went to the restaurant,Sekar and Sachi ordered drinks,Sekar ordered tea and Sachi ordered milk,Sekar and Sachi were unable to go to the restaurant
Ririn makes a scenario for the play,The drama player memorized the scenario made by Ririn,Ririn is very good at making scenarios,The director praised Ririn's hard work,The scenario that Ririn created was very good and detailed,Ririn can only dance in the background in the drama performance
Cila raises a dove,Cila told many things to the doves,Doves are always silent listening,Pigeons often fly but know where to go home,Cila is very fond of her peacocks,The Cila dove is gone
Fanya has to make a speech in front of many people,Fanya felt very nervous,Fanya is afraid of embarrassing herself,Chiara encouraged Fanya to be confident,Fanya managed to make a good speech thanks to Chiara's support,Fanya doesn't want to make a speech
Tiro loves to try new things,Tiro has no permanent residence,Tiro lives a nomadic life,Tiro has no place to go home,Tiro is enjoying his free life,Tiro always wants to go home
"That afternoon, the soccer field at the school was very busy","As usual, the school football team trains in preparation for the match","Unfortunately, Mamat could only see from a distance",His leg is injured and has not been allowed to participate in soccer for a while,He was very sad and wanted to get well soon,Mamat switched sports to volleyball
Andi and Indra really like playing board games,Andi and Indra's favorite board game is a classic board game,They collect various board games at home,Andi and Indra often invite their friends to play board games together,They are happy to be able to share the fun with friends through board games,This is done so that his friends are addicted to playing board games and become lazy about studying
Tito was elected as class leader again in class 11 IPS 3 now.,"When he was in grade 10, Tito was also elected as class president.","Tito never ran, but he could not refuse if he was nominated.",Tito didn't know how to refuse without causing bad feelings both to himself and to his surroundings.,"Finally, Tito always gave up and carried out whatever task he was given.","Finally, Tito intends to change classes so that he doesn't need to be class president."
Erin made a proud achievement,Erin participated in many competitions during school,Erin doesn't want to lose,Erin always tried hard to defend,Erin can't be supportive,Erin just gave up on the results of each competition
"""girl, come out and play in the rain!"" The sweet voice that girls always wait for when it rains finally comes.","As usual, girls are always happy when it rains, especially when it rains in the afternoon.","Because he will be able to play the rain with his friends, ari.","""Come on ari, we are drifting this paper boat"" said Gadi excitedly, giving Ari a paper boat.","Ari took the paper boat, then ran in the rain following the girl cheerfully.","""Come on ari, your lunch is ready, right?"" said the girl again."
Zane goes on vacation to the zoo,Kiano also followed Zane to the zoo,Zane took some animal pictures,Kiano asked Zano to take a picture,Zano complied with Kiano's request,Zane is on vacation alone to the zoo
Gabriel will soon be a father,Gabriel's wife is trying to give birth to her child,Gabriel prays that his wife and children will be safe,Gabriel's wife cannot be saved,Gabriel lost his wife and child,Gabriel has become a father from the birth of his first child
A judge must decide a case at trial,The judge must have justice,Ervino is often unfair when making decisions,Ervino does not work in the legal and judicial fields,Ervino does not work as a judge,Ervino is a fair judge
Revan sat in the seat of a bus stop near his school.,The bus headed for his house did not come back.,Revan had been waiting for an hour.,He started to feel tired because the night was getting late.,Finally Revan decided to go home by motorcycle taxi.,Finally Revan decided to buy buns near the bus stop.
Catarina cried sadly,The shadow of his best friend did not leave his memory,Catarina wanted to let go of her sadness,Catarina missed her best friend,Catarina can't forget her best friend,Catarina is a person who very easily forgets things
"Since yesterday, Irma has not stopped wasting water",Yesterday he found a bottle of soda in the refrigerator,He immediately drank quite a lot,It turns out that the contents are very spicy pempek vinegar,"Finally, Irma had diarrhea because she drank too much vinegar",Irma drank too little vinegar and ended up having a stomachache
Ella lives in a shabby rented house,Ella has no parents or family,Ella works to make ends meet,Ella did not continue her studies,Ella is just thinking about how to keep eating tomorrow,Ella lives with her sister
Tian lives next door to an empty house,Tian is always afraid to pass by the empty house,Tian shouted if there was something creepy,Tian ran and screamed in fear as he passed the empty house,Tian is a cowardly child,Tian dared to be in the empty house
Bus passengers are still emotional,A pickpocket caught doing the action,He was about to take a passenger's wallet,The angry bus passenger immediately attacked the pickpocket,The bus driver reminded passengers not to take justice into their own hands,Wallet should be placed in a safe place
Ratna was ranked first in the class,Erin reached number ten,Ratna mocked Erin who was under her,Erin didn't listen to Ratna's taunts,Erin doesn't care about the people who demonize her,Erin is angry with Ratna's taunts
"Every time they gather, Mr. Miro's extended family will hold grilled satay",Usually they share tasks,Some are in charge of preparing meat and seasonings,The rest is in charge of preparing the satay grilling tools,The finished satay is eaten together,"Satay can be made from various animals, such as goat and cow"
Sari has a long distance relationship with Tiroi,Tiroi has to work in the opposite city,Sari had to stay in school to stay,Sari and Tiroi are diligent in the news all the time,Sari and Tiroi got through their long distance relationship,Sari betrays Tikno
"""You say love very lightly. What is love?"" he said, chewing the food.","""Love is not a theory for me to define."" I answered excitedly","""Then how do you know who it is?"" he asked again.","""You will know the person when you feel the vibrations. It's that easy. And as beautiful as that"" my voice was slightly gargling when he answered.","""So absurd."" He seemed disinterested in discussing this and immediately turned to another topic.",The waiter was wearing a bsana that matched the shop's decor.
Indra's group decided to do a job at Jio's rented house,"Arriving at Jio's rented house, they were all shocked",Jio's rented house was very dirty,"His clothes were scattered, not separated between clean and dirty ones",They decided to help Jio clean up before doing the assignment,"In order for the room to be comfortable, it is better if it is given air freshener"
Zuzu is a wasteful child,He often wasted money on things he didn't need,The allowance given by his parents always runs out,Every day he opens an online shopping site,Finally Mother acted decisively and reduced her allowance,He opened the site for work
Little brother likes cheese bread,I like brown bread,Mama only bought brown bread,Little brother doesn't like brown bread,The sister did not get bread,Brother took all the cheese bread
Cakka woke up from his sleep.,The sound of knocking on the door woke him up.,The wall clock showed three o'clock in the afternoon.,Mother's voice came from outside her bedroom door along with the knock on the door.,Mother told Cakka to get ready because soon the tutor will be coming.,Mother told Cakka to sleep again.
Ariani had a great heartbreak,Ariani's boyfriend cheats on his back,Ariani can't trust other people anymore,Ariani hates his girlfriend,Ariani immediately broke up with his girlfriend on the spot,Ariani forgave his girlfriend
Kiran becomes a secret agent,Guess given a lot of facilities,Kiran finds out about the latest in technology,Kiran uses many objects to support his work,Kiran keeps her work a secret,Kiran was given very adequate facilities for work
Galvin taught Bian to use a spear,Galvin can't play the spear,Bian did not give up teaching the spear,Galvin finally caught fish with his spear after 3 weeks of training,Bian has successfully taught Galvin,Galvin and Bian had never seen a spear before
Ani is a cheerful child.,"Every time she comes home from school, Ani watches her favorite movie on television.",He watched the film while eating the lunch made by his mother.,But one day Ani didn't have time to watch the film because she had to study in groups.,Ani was very sad because she would miss an episode that would not be broadcast again.,Ani is also a very sweet child.
Uncle Lestari passed away,Lestari helped deliver her uncle's body,The body was put in the coffin,The neighbor helped lift the coffin,Lestari's parents accompanied the body to the funeral,Uncle Lestari lifted the coffin himself
Juan goes to the office on a metromini,There are buskers at Metromini,The busker asks for a little money from Juan,Juan doesn't give money to buskers,Juan has no small money,The busker robbed Juan's money
Diana participated in a non-academic competition,The winner of the competition will become student ambassadors with character,Diana gave her best to become the winner of the race,Diana became the first winner of the competition,Diana has been named a student ambassador with character,Diana gave up on the non-academic field competition
"That night, the house bell rang many times","In fact, it was two o'clock in the evening","When mom peeked through the window, there was no one outside",Dad decided to check it out in person,"After being checked, it turned out that their house bell was short",It turned out that their house had two bells
Pak Bayu likes fishing,Every Sunday he went to the river with his two friends,"For fishing, Pak Bayu is never bored",He has caught thousands of fish and brought some of it home to be cooked,Pak Bayu always feels happy when fishing on Sundays,Pak Bayu and his friends compete to be the best anglers in their village
Papa Robi is an airplane architect,He is a smart man,He graduated from ITB and continued his studies in Germany with Habibi,"Papa Robi has not only had a fancy career, but is also kind and compassionate",No wonder Robi is very proud of his father,Robi felt that his mother was the only parent who loved him
Andi is playing long jump on the field,He played with his friends,They compete who can jump the farthest,"Without realizing it, Andi's pants were torn",He was very embarrassed by this incident,Andi immediately threw his pants into the trash
Rena took her friends to the swimming pool,They haven't swam together in a long time,They went to the swimming pool which is located near the school,The swimming pool there is very clean and not too crowded,They have fun until the afternoon,The swimming pool doubles as a fish pond
The day wind blows violently,Hanna felt the breeze greet her body,Hanna stared at the tree swaying to the rhythm of the wind,Hana enjoyed the day,Hana calms herself down with nature,Hana prefers to remain silent in her closed room
Again Beno came home late,He played with his friends without knowing the time,Homework and duties he did not care about,Father and mother had scolded him many times,"However, Beno still likes to play late into the night",They wanted Beno to play until morning
"After returning from Rania's house, Afif got angry","He wanted to meet Rania after studying out of town for a long time, but her friend refused",An annoyed Afif tells everything to his mother,Mother explained that Rania had been exposed to smallpox for a week so she could not meet people,Afif felt embarrassed because he got angry without asking Rania's reason,Mother asked Afif to go back out of town
Miani really likes shopping,Miani is very wasteful in terms of finances,Mrs. Miani is angry with Miani's attitude,Miani promised not to repeat his actions,Miani is more frugal in her financial affairs,Miani couldn't hold back her urge to shop
The Bramantya family only has one child,The sole heir of the Bramantya family company is the son of the family,Raska is a potential heir to a company owned by his family,Raska has a younger sister named Michael,Raska is not the son of the Bramantya Family,Michael is the sole heir of the Bramantya family company
The story about the cucumber thief Kancil is Kayla's favorite story.,"As a child, Mother often told these stories.","If Mother wanted to tell another story, Kayla would refuse.","Almost every night before going to bed, Mother will start her story by inviting Kayla to sing.","The hare, a naughty child, likes to steal cucumbers, let's get caught quickly, don't be forgiven.","Parrot, perched on the window, grandmother is old, she has two teeth."
Erin learns to cook at a course,Erin wants to be a good wife,Erin's husband supported his wife's intentions,Erin learns to cook happily,Erin manages to master how to cook delicious food,Erin prefers a maid in her house to cook
Teenagers find it difficult to filter information obtained from the internet,Western culture does not deserve to be defined in Indonesia,Zasla did not wear neat clothes when he arrived at school,Zasla's clothes were too revealing than usual,Zasla follows western cultural trends,Zasla went to school wearing a veil
Aldway became a war hero,Aldway against all of his enemies,Aldway brings honor to his country,The government gives awards to Aldway,Aldway's merit will always be remembered,Alday didn't go to war
Jeremy plans to go to the city park,Jeremy is going with Hani,Jakarta was shrouded in drizzle that day,Jeremy and Hani stare at the rain with a cup of hot coffee on the porch,Jeremy and Hani didn't go to the city park,Jeremy throws Hani out of her house
The response of the 11th grade children in IPA 3 was as Yoyo's expected.,Nobody objected to Acha's use of the joint prize money for Bu Ai's son.,Even some children who have good fortune ask to be contacted if Acha still needs money.,"They also agreed to give the money to Acha, not lend it.",The cohesiveness of the 11 IPA 3 graders is indeed something to be proud of.,The cohesiveness of 11 IPA 3 graders is indeed troublesome.
Jaka is the son of the Adipati king,He has a very different nature with his father,Raja Duke is a king who is cruel and does not care about the interests of his people,He often made people's lives miserable with the huge taxes he collected every month,Jaka often felt sorry for his people and occasionally he helped them secretly without the knowledge of the Duke,"Jaka was also happy with the tax collected by his father, the king of the Duke, by using the money to buy various gold ornaments in his collection"
That night Farhan invited Eci to go out to dinner.,They choose honey roasted chicken among other foods.,Farhan teases eci while waiting for the food to come.,He sends eci photos to someone eci used to like.,Suddenly Eci was immediately furious and asked Farhan for a treat so he could be forgiven.,Eci used to be a naughty student.
Kendra received an electronic mail,The letter contains an invitation to fill in the seminar,Kendra looked at the schedule,Kendra is willing to fill in the seminar,Kendra does not have a schedule for this hour,Kendra cannot fill the seminar
Mitha and Mila always come home from school together,Their house is in the same complex,They take the public bus from the school,After that they got off at the terminal and took public transportation,The two of them got off at the gate of the complex and walked to their respective homes,They drive public transportation to their homes
Today the sky is very cloudy,Rumbling has been heard since morning,It is predicted that rain will fall soon,I rushed to work for fear of the rain,I brought a raincoat,"Before leaving, I was drying clothes in the yard of the house"
Bahir took the academic potential test,Bahir must have high scores if he wants to pass,Bahir wants to become an officer,An officer must pass an academic potential test,Bahir passed the academic potential test,Bahir wants to be a teacher
Sandi really likes to eat spicy food.,The chili sauce that is usually taken at every meal is always in large quantities.,One time Sandi's stomach hurt so badly that Mother took him to the doctor.,The doctor said Sandi's stomach was injured because he ate too much spicy food.,Doctors forbid Sandi to eat spicy food excessively.,The doctor offers Sandi the spicy chips that are on his practice table.
Alana feeds her cat,Alana's cat only eats fish that has been mashed,Alana never gives her the proper cat food,Alana's cat often asks for Alana's food,Alanan does not provide the food he eats to his cat,Alana doesn't have a cat
